train_loss,val_loss,train_ADE,val_ADE,train_FDE,val_FDE
0.07819214149940237,0.09213526743303402,0.41683720244597344,0.9050468771664564,0.31110926826617824,1.118467896318843
0.043168545006098666,0.06774722026930516,0.3329873673593711,0.7858575627557834,0.2672266928748188,1.122524088986992
0.03570424664377591,0.052786226240608955,0.3171230839086649,0.6410743651109239,0.2643474140039577,0.7728865781883884
0.03220520687931055,0.0502769401549846,0.3100955715094801,0.6159655714568593,0.26638224773661845,0.7554024196182224
0.030242831593759276,0.047174275025238646,0.3079733142838316,0.6095825122811688,0.27010552574798924,0.7481632747128987
0.029092681629753633,0.047479200365252036,0.30785139082070034,0.6111194325113033,0.276718624710111,0.7671928158638227
0.028454313289003295,0.042487188853975184,0.3106094511006521,0.5754924062547804,0.2834105525749166,0.7113894723817237
0.028144676645154094,0.04330011029063663,0.31555954871108516,0.5761339222675568,0.29117449301892007,0.7141739905291485
0.02815271898723767,0.041874808202576275,0.3229780581552728,0.5740060979819185,0.30394078458489704,0.7227067339192284
0.028486240880830956,0.04133184807873554,0.33119061408379524,0.5767809867932223,0.31590712215029754,0.7245336401450378
0.02942126805500007,0.04425144992841063,0.34684438417633,0.5786008880189927,0.3375952424301908,0.7244740123418184
0.03075823197575217,0.0417984057107918,0.3605424812395734,0.576340366934975,0.35557870631758937,0.7156378461643175
