train_loss,val_loss
1.3480146454334259,0.3508862207333247
0.7527246047701155,0.4962589677174886
0.5738771581070764,0.4698768035968145
0.4914119812454496,0.5298097163518269
0.4607276181731905,0.4578290752331416
0.42882689230782645,0.619411584854126
0.4075537293570382,0.4731435210863749
0.3913740034035274,0.6403980644067129
0.3899611848115921,0.6194618484735489
0.38915202030113766,0.5037815374056498
0.37968903908388957,0.5388211431821187
0.3871335053375789,0.43535428325335185
0.37500093446118493,0.45076836500962575
0.3804092487641743,0.44641863170464835
0.3975508011817932,0.4459451610803604
0.43584922134535653,0.5810971153497696
