train_loss,val_loss,train_ADE,val_ADE,train_FDE,val_FDE
0.08611525185297997,0.1468981598733151,0.3644610954720634,0.8095998414028919,0.22119644985896364,0.9394937805552614
0.04967088128645295,0.11469082440497738,0.28954680062854404,0.7020696993685109,0.18242235264649895,0.8314641243994806
0.04296151223604341,0.1036464736611585,0.27839578294907347,0.6482594721257958,0.18048182614730124,0.7722531139216878
0.03984214647647634,0.09159063461142995,0.27430928351407935,0.6103971951399598,0.18081969728532746,0.7417145627284849
0.03857404007634079,0.0945084465018819,0.2751552110480354,0.6285434694387685,0.18481524257866447,0.7996508431643294
0.038082492658315696,0.0821933498809664,0.2787745223169705,0.5956421519722798,0.19222092702015336,0.7500194024838759
0.03851138941530128,0.08406126605514054,0.28591230979053045,0.5936537963861498,0.20469697170210605,0.7373792463656709
0.04065741845246977,0.08152386737549455,0.301569992054674,0.5805296492779728,0.22480907350505466,0.7332352108735207
0.047672175063835344,0.09395951612775805,0.3360116452416632,0.6425741354766491,0.2652708939551381,0.8007032160213681
0.07893535668513214,0.16017913734402836,0.4682641656676542,0.9287825039706309,0.4091720503790945,1.4920116229214058
0.08527423069691811,0.1539586678156656,0.5035360093681029,0.854492168933394,0.4595897519187778,1.014371484285588
0.08055032099535439,0.11114685154826208,0.47973177074362783,0.6982646144477535,0.4340818738241295,0.827136385237698
0.10537414896105815,0.1408989062806584,0.6028653406487747,0.780909422745954,0.5834514241401786,0.8881204984296894
