train_loss,val_loss
1.6080758121730423,1.100194363451004
0.6795908369298683,0.3215078876018524
0.47384269241648697,0.29583740179538726
0.38903923116640243,0.24828678575754165
0.3307651367777192,0.4286771998643875
0.2798169687199694,0.20981260994672776
0.24819613761230827,0.18356214458942413
0.22176586687247127,0.20106161795854569
0.2082301513679119,0.18344225336313247
0.18900465873925926,0.16715105891227722
0.17801422768755,0.14870334755182266
0.16767790688793544,0.14715746855735778
0.15968891909159322,0.14412075971364974
0.15602298426443834,0.15293334827423097
0.1471870323376996,0.14004175970554353
0.14080064995551922,0.15172566865682602
0.13825836069961348,0.131448462331295
0.13666079480097745,0.12146499569416046
0.13236007208763156,0.15233118903636933
0.12925565087877866,0.11915084928274154
0.12542076141182293,0.1321421518087387
0.1256681670432787,0.12870806381702424
0.12216271530749447,0.13125996676683427
0.11987760977577298,0.13425925557613372
0.12003178033493221,0.9338816445827484
0.12183265662047146,0.11307445150613785
0.11503133282605518,0.1261408550977707
0.11391715383701233,0.12827081809043883
0.11084715709852766,0.10950526171922684
0.10918427549842705,0.1254303802371025
0.1186832566179637,0.10754332251548768
0.10500288494169585,0.1064757884144783
0.10534143344219178,0.13356202359199523
0.11560121516206626,0.11187488816976547
0.10444458002157049,0.10551440201997757
0.10093936321736653,0.10500766614675522
0.1003739351410665,0.1066791750729084
0.09935880617609918,0.11292995154857635
0.10046992166988504,0.36449001755714416
0.09858455733735678,0.10577663068771362
0.09989090791659187,0.14042842735052108
0.09902889844673529,0.11491527413129807
0.09591733595963989,0.1413142231464386
0.10586196081692985,0.10368481740355491
0.09669809214183009,0.10844673974514007
0.09388647526343748,0.15126275753974913
0.09217263745076494,0.13828045887947082
0.0917072359448684,2.7509259719848633
0.08950786159506866,0.11084615975618363
0.08388149212879031,0.13286708607673645
0.07900622603831006,0.4239259131193161
0.084598211857524,0.18079661852121354
0.07487902143346603,0.12679645066857337
0.0703826793975858,0.1393579045832157
0.06848393391960783,0.36566140003204345
0.06709209716380406,0.16672702239751816
0.06714361964830204,0.1359073921918869
0.06485650125446159,0.18669521819353105
0.0625481836712246,0.266290994143486
