train_loss,val_loss,train_ADE,val_ADE,train_FDE,val_FDE
0.0698079961044644,0.0781447765504937,0.3733017396248783,0.7595064682792954,0.2886049594972949,0.8946498719245225
0.0386717195102952,0.0669723959398081,0.3040083045024014,0.665369442692692,0.2555558258438134,0.7657181928342045
0.0322009726743885,0.0506122789028532,0.2934188163302719,0.5913410610718915,0.2594699413444862,0.6880824903101258
0.028839832831357,0.0448854693206392,0.2860164219890209,0.5571483230725135,0.2581743943931405,0.6561916444477257
0.0272051605389114,0.0421954639917322,0.2849975097961006,0.5415873375349025,0.2629269017575695,0.6539505947048345
0.02021877566504634,0.03209029629814401,0.2514559568202909,0.4637962716237458,0.2386267132929424,0.5821876818482649
0.019719335434421347,0.029858570263589727,0.25624508188410816,0.45892391632425183,0.24842077487302308,0.5861143542196562
0.019653483431545393,0.0301777082217236,0.2623802604690366,0.4572380467594883,0.2581751118983234,0.5864364881483586
0.02044795082221373,0.029815479257837608,0.27659933235647016,0.45212425494622355,0.27614122173508815,0.5839838478340196
0.020683476516348446,0.03172137867048864,0.2803315893402162,0.47066730994976796,0.28043182275862016,0.596129709068135
