className,requestedSamples,evaluatedSamples,adeMeters,fdeMeters
straight,1000,1000,8.910554989958182,25.693988744374366
right,1000,1000,6.526728026838041,19.400046784771607
left,1000,1000,7.297036532411352,21.726802815610544
s,1000,1000,12.567553857943043,36.920381991758944
still,1000,1000,0.1912334810309112,1.1269490909008308
