train_loss,val_loss
0.7234613814422063,0.3107938439130783
0.3894658270903996,0.41202277750968935
0.35688208007131306,0.32833951948483786
0.3346264410018921,0.29088613370259603
0.32547788227285657,0.2954065195163091
0.31926387223175595,0.3566936085065206
0.31127566866874695,0.2911235714435577
0.30433670840603966,0.2873730145454407
0.3123303624868393,0.270784643638134
0.36587147310461315,0.2929350688854853
0.34802293015207564,0.2909689669211706
0.348757607793808,0.3068408274571101
0.3865440314258848,0.299432661652565
0.3430268788950784,0.3068053418556849
0.4134479859522411,0.2710214370926221
0.3586910261120115,0.267222989877065
0.4541679898432323,0.4224610439697901
0.387315915288244,0.2927106316049894
0.386914721431051,0.2925462633013725
0.354676912014825,0.26143485655387244
0.39059740084580014,0.31797546741962435
0.35900744455201283,0.3150883577267329
0.33904967331205094,0.2754873203595479
0.3588129727227347,0.3027242474873861
0.37094706015586854,0.2783537388761838
0.3669318820306233,0.3198644742886225
0.4179016965218953,0.28210130239327746
0.34549743018831525,0.2956562738577525
0.35632140414374214,0.3024953427553177
0.34259627671922954,0.29082675821383797
0.32209226528235846,0.2783974584579468
0.31849609378576277,0.25579259972572327
0.3253794054235731,0.2800040327946345
0.3130097528253283,0.2712623654206594
0.3088164303609303,0.2628074973543485
0.32449567344869884,0.3183375663757324
0.3134547192352159,0.30171068884531654
0.35573528401851656,0.2770265623807907
0.3316057143688202,0.2891150416135788
0.33827974772793906,0.3258237370332082
0.3445873539005007,0.2658738649845123
0.42837096520151413,0.33148651980161664
0.37057527411494934,0.26824933393796285
0.4351692812034062,0.2794609260638555
0.3638900067840304,0.3023394477128983
0.3721934208801814,0.26265958524942395
0.39240383338247026,0.2991784522453944
