train_loss,val_loss
1.6647934672321592,0.7931984933217366
1.0147109770263945,1.1190999140739442
0.8755731342520032,0.9971550810337066
0.670929713164057,1.163289961496989
0.6232920699289867,0.9443808379173279
0.5961294750656401,0.7784249016443888
0.5559761506659644,0.7290773124694824
0.49134426738534653,0.9260446269512177
0.5007417033570153,0.8261326169570287
0.45230885301317486,0.9163474992116293
0.4415847862788609,0.9695739733378093
0.42443526176043916,0.9015872042179107
0.40411429689611705,0.6710682938893636
0.45466644067423684,0.9011187457243601
0.38658507798399244,0.6652672456900278
0.3758709685461862,0.8271791168053945
0.39424249230112346,0.6646387645403544
0.35585239379746575,0.7854128789901733
0.3355842968310629,0.7482665677070618
0.33265332201548986,0.6150254451433818
0.32965146477733337,0.7075774460633596
0.351634761095047,0.6456252280871073
0.3191875271201134,0.6726181960105896
0.32310663529804773,0.7663308302164078
0.3179392830474036,0.7602250105539957
0.32000838736125403,0.5947620244026184
0.3131686468635287,0.5111846280097961
0.3110655332803726,0.6408781031370163
0.30995992038931164,0.5456865924199422
0.3062479616062982,0.8788245138327281
0.3023879252672195,0.5943632624944051
0.3106128965105329,0.6145663732687632
0.2957873195750373,0.5934958035945892
0.28902723818165915,0.5487931742668152
0.2912581250497273,0.5500582340161005
0.29382861914805003,0.5523390351931254
0.28176386405740467,0.598794771194458
0.29089380300896506,0.5210744369427364
0.297550780245236,0.5462707014878591
0.2809908114671707,0.5712699941794077
0.29672229163987296,0.6031941419442495
0.29611971748726706,0.5824618589083354
