train_loss,val_loss,train_ADE,val_ADE,train_FDE,val_FDE
0.13123138455848474,0.16329908839293397,0.43050976899111204,0.6595494409286679,0.2543772633699323,0.7212402565647603
0.0724585624430221,0.12775031326437292,0.3126605442204227,0.5739702967580024,0.20206720080437687,0.6409303738358925
0.0591965898111721,0.10974069260806439,0.2875497490780891,0.5106200412961605,0.2015807890544048,0.5491671044984082
0.05290290538079477,0.09638601422552426,0.27702649514041194,0.4969700692470382,0.20489276270749252,0.5418976552596587
0.048904022097329185,0.09061973893121562,0.2705441718508053,0.48127565196995886,0.20841618577007615,0.5327021576323521
0.04651150453366296,0.07528629431693774,0.2675278831913292,0.4287616685283491,0.2103972555922635,0.4720999917136213
0.044547950758970195,0.07153342772700318,0.2650814826998407,0.4154658048879554,0.2172219835096012,0.4524372186702496
0.04349327559037015,0.07083399433855503,0.2650277671062877,0.41726002575959753,0.22072618202494748,0.45687894884781294
0.04269848867027746,0.06572297055004782,0.26493896139563855,0.4009955048070483,0.22372575133625483,0.43401010124379175
0.042037874091998,0.06763432911055729,0.2657219177181321,0.4059188412627193,0.22850176591852497,0.4421157952790354
0.04165395886946276,0.06211855505580621,0.2665814800241779,0.3884627731247081,0.23260338477385525,0.42420610693115407
0.041427068503605835,0.058758627935292934,0.2682864433278927,0.38130006105501174,0.23770775780443512,0.41613016011599147
0.0412794208947806,0.05921729578500723,0.27001927179821655,0.37982575100752175,0.24136610062205033,0.4142576194518831
0.04123808436879533,0.05744155385626436,0.2722384788921114,0.38057836561537556,0.24816922532065067,0.4194004815665492
0.041152920335358965,0.05642539534150484,0.27407009264361654,0.3717699917882477,0.2528168166476178,0.40313795204520964
0.04120578404851904,0.05980204880817943,0.27643154647860224,0.3739734341429266,0.256340387117656,0.40388365701281775
0.041392928842218284,0.05548604424234984,0.27959899453000525,0.369442676128282,0.2621934990841529,0.40533243304333866
0.04142987846708022,0.0527560948999807,0.2813370320548901,0.3610189769775489,0.26503862517555327,0.38982740549573686
0.04173308636954409,0.05175450245831625,0.2853984667593344,0.3560397870031319,0.2721951269824381,0.38209131394334905
0.041765463621630146,0.05109350663403073,0.28742907272873586,0.35381502260978626,0.2767230976430667,0.37645908115515153
